text,label,scam_category,caller_type,audio_duration,urgency_level,contains_blackmail
Police headquarters se bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,222,medium,False
Hello ji Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,119,high,False
Ji namaskar Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,131,medium,False
Aap sun rahe hain na? Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,248,medium,False
Hello ji Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,183,medium,False
Dhyan se suniye Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,254,high,False
Aap sun rahe hain na? National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,191,high,False
Cyber Crime Department se bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,136,medium,False
Police headquarters se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,93,high,True
Dhyan se suniye Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,157,medium,False
Namaste sir Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,244,high,False
Crime Branch se bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,189,medium,False
Dhyan se suniye Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,166,high,True
ACP Sharma bol raha hoon. Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,102,high,False
Inspector Rajesh Kumar bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,169,medium,False
National Cyber Cell se bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,92,high,False
Cyber Crime Department se bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,100,high,False
ACP Sharma bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,243,medium,False
Namaste ma'am Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,175,high,False
Ji namaskar Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,148,medium,False
Aap sun rahe hain na? Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,145,medium,False
Hello sir Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,166,high,False
Dhyan se suniye Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,193,medium,False
Crime Branch se bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,196,medium,False
Cyber Crime Department se bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,152,high,False
Madam ek minute Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,112,medium,False
Law enforcement se bol raha hoon. Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,246,high,False
National Cyber Cell se bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,115,high,False
Aap sun rahe hain na? Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,144,high,False
Police headquarters se bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,147,high,False
Police headquarters se bol raha hoon. Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,149,high,False
CBI se bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,237,medium,False
Aap sun rahe hain na? Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,92,high,False
Namaste sir Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,127,high,False
Cyber Crime Department se bol raha hoon. Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,91,medium,False
Ji namaskar Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,179,high,False
Namaste ma'am Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,216,medium,False
Delhi Police se bol raha hoon. Aapke khilaaf digital fraud complaint receive hui hai.,1,police_digital_arrest,police_impersonator,258,medium,False
Cyber Crime Department se bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,254,medium,False
Law enforcement se bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,187,medium,False
Cyber Crime Department se bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,176,high,False
ACP Sharma bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,90,medium,False
ACP Sharma bol raha hoon. Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,171,medium,False
Ji namaskar Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,242,medium,False
Crime Branch se bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,98,high,False
Sir ek minute suniye Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,146,medium,False
ACP Sharma bol raha hoon. Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,210,medium,False
Sir ek minute suniye National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,184,high,False
Sir ek minute suniye Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,142,high,False
Law enforcement se bol raha hoon. Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,154,high,False
Cyber Crime Department se bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,120,high,False
Hello ma'am Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,190,medium,False
Ji namaskar Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,156,high,False
National Cyber Cell se bol raha hoon. Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,95,medium,False
Delhi Police se bol raha hoon. Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,185,medium,False
Special Investigation Team se bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,107,medium,False
Dhyan se suniye Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,117,medium,False
Special Investigation Team se bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,128,medium,False
Sir ek minute suniye Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,194,high,False
Police headquarters se bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,160,high,True
Crime Branch se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,82,medium,False
Police headquarters se bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,167,medium,False
ACP Sharma bol raha hoon. Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,201,high,False
Police headquarters se bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,119,high,False
Aap sun rahe hain na? Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,152,high,False
Namaste sir Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,93,high,False
Crime Branch se bol raha hoon. Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,143,medium,False
Hello ji Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,201,medium,False
CBI se bol raha hoon. Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,113,medium,False
ACP Sharma bol raha hoon. Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,233,medium,False
Hello ma'am Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,221,medium,False
Sir ek minute suniye Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,260,high,False
Delhi Police se bol raha hoon. Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,224,high,False
Police headquarters se bol raha hoon. Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,253,high,False
Sir ek minute suniye Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,105,high,False
Law enforcement se bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,235,medium,False
National Cyber Cell se bol raha hoon. Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,92,high,False
CBI se bol raha hoon. Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,150,medium,False
Madam ek minute Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,259,medium,False
Special Investigation Team se bol raha hoon. Cyber investigation team ko aapke number se suspicious activity mili hai.,1,police_digital_arrest,police_impersonator,106,medium,False
Inspector Rajesh Kumar bol raha hoon. Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,126,medium,False
Special Investigation Team se bol raha hoon. Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,118,high,False
Ji haan suniye National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,209,high,False
Namaste sir Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,204,medium,False
Special Investigation Team se bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,141,medium,False
Sir ek minute suniye Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,249,high,False
ACP Sharma bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,229,medium,False
Crime Branch se bol raha hoon. Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,237,high,False
Police headquarters se bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,94,high,False
CBI se bol raha hoon. Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,109,medium,False
